areaId,minLat,maxLat,minLon,maxLon,active
100,26.3909,26.4009,-80.4691,-80.4491,0
101,26.3909,26.4009,-80.4491,-80.4291,0
102,26.3909,26.4009,-80.4291,-80.4091,0
103,26.3909,26.4009,-80.4091,-80.3891,0
104,26.3909,26.4009,-80.3891,-80.3691,1
105,26.3909,26.4009,-80.3691,-80.3491,0
106,26.3909,26.4009,-80.3491,-80.3291,0
107,26.3909,26.4009,-80.3291,-80.3091,0
108,26.3909,26.4009,-80.3091,-80.2891,0
109,26.3909,26.4009,-80.2891,-80.2691,0
110,26.3909,26.4009,-80.2691,-80.2491,0
111,26.3909,26.4009,-80.2491,-80.2291,0
112,26.3909,26.4009,-80.2291,-80.2091,0
113,26.3909,26.4009,-80.2091,-80.1891,0
114,26.3909,26.4009,-80.1891,-80.1691,0
115,26.3909,26.4009,-80.1691,-80.1491,0
116,26.3909,26.4009,-80.1491,-80.1291,0
117,26.3909,26.4009,-80.1291,-80.1091,0
118,26.3909,26.4009,-80.1091,-80.0891,0
119,26.3909,26.4009,-80.0891,-80.0691,0
120,26.3909,26.4009,-80.0691,-80.0491,1
121,26.3909,26.4009,-80.0491,-80.0291,1
122,26.3909,26.4009,-80.0291,-80.0091,1
123,26.3909,26.4009,-80.0091,-79.9891,1
124,26.3909,26.4009,-79.9891,-79.9691,1
125,26.3909,26.4009,-79.9691,-79.9491,1
126,26.3909,26.4009,-79.9491,-79.9291,1
127,26.3909,26.4009,-79.9291,-79.9091,0
128,26.3909,26.4009,-79.9091,-79.8891,1
129,26.3909,26.4009,-79.8891,-79.8691,0
130,26.3909,26.4009,-79.8691,-79.8491,0
131,26.4009,26.4109,-82.4691,-82.4491,0
132,26.4009,26.4109,-82.4491,-82.4291,0
133,26.4009,26.4109,-82.4291,-82.4091,1
134,26.4009,26.4109,-82.4091,-82.3891,0
135,26.4009,26.4109,-82.3891,-82.3691,0
136,26.4009,26.4109,-82.3691,-82.3491,0
137,26.4009,26.4109,-82.3491,-82.3291,1
138,26.4009,26.4109,-82.3291,-82.3091,0
139,26.4009,26.4109,-82.3091,-82.2891,0
140,26.4009,26.4109,-82.2891,-82.2691,0
141,26.4009,26.4109,-82.2691,-82.2491,0
142,26.4009,26.4109,-82.2491,-82.2291,0
143,26.4009,26.4109,-82.2291,-82.2091,0
144,26.4009,26.4109,-82.2091,-82.1891,0
145,26.4009,26.4109,-82.1891,-82.1691,0
146,26.4009,26.4109,-82.1691,-82.1491,0
147,26.4009,26.4109,-82.1491,-82.1291,0
148,26.4009,26.4109,-82.1291,-82.1091,0
149,26.4009,26.4109,-82.1091,-82.0891,0
150,26.4009,26.4109,-82.0891,-82.0691,0
151,26.4009,26.4109,-82.0691,-82.0491,0
152,26.4009,26.4109,-82.0491,-82.0291,0
153,26.4009,26.4109,-82.0291,-82.0091,0
154,26.4009,26.4109,-82.0091,-81.9891,0
155,26.4009,26.4109,-81.9891,-81.9691,0
156,26.4009,26.4109,-81.9691,-81.9491,0
157,26.4009,26.4109,-81.9491,-81.9291,0
158,26.4009,26.4109,-81.9291,-81.9091,0
159,26.4009,26.4109,-81.9091,-81.8891,1
160,26.4009,26.4109,-81.8891,-81.8691,1
161,26.4009,26.4109,-81.8691,-81.8491,1
162,26.4009,26.4109,-81.8491,-81.8291,0
163,26.4009,26.4109,-81.8291,-81.8091,0
164,26.4009,26.4109,-81.8091,-81.7891,0
165,26.4009,26.4109,-81.7891,-81.7691,0
166,26.4009,26.4109,-81.7691,-81.7491,0
167,26.4009,26.4109,-81.7491,-81.7291,0
168,26.4009,26.4109,-81.7291,-81.7091,0
169,26.4009,26.4109,-81.7091,-81.6891,0
170,26.4009,26.4109,-81.6891,-81.6691,0
171,26.4009,26.4109,-81.6691,-81.6491,0
172,26.4009,26.4109,-81.6491,-81.6291,0
173,26.4009,26.4109,-81.6291,-81.6091,0
174,26.4009,26.4109,-81.6091,-81.5891,0
175,26.4009,26.4109,-81.5891,-81.5691,0
176,26.4009,26.4109,-81.5691,-81.5491,0
177,26.4009,26.4109,-81.5491,-81.5291,0
178,26.4009,26.4109,-81.5291,-81.5091,0
179,26.4009,26.4109,-81.5091,-81.4891,1
180,26.4009,26.4109,-81.4891,-81.4691,0
181,26.4009,26.4109,-81.4691,-81.4491,0
182,26.4009,26.4109,-81.4491,-81.4291,1
183,26.4009,26.4109,-81.4291,-81.4091,0
184,26.4009,26.4109,-81.4091,-81.3891,0
185,26.4009,26.4109,-81.3891,-81.3691,0
186,26.4009,26.4109,-81.3691,-81.3491,0
187,26.4009,26.4109,-81.3491,-81.3291,0
188,26.4009,26.4109,-81.3291,-81.3091,0
189,26.4009,26.4109,-81.3091,-81.2891,0
190,26.4009,26.4109,-81.2891,-81.2691,0
191,26.4009,26.4109,-81.2691,-81.2491,0
192,26.4009,26.4109,-81.2491,-81.2291,0
193,26.4009,26.4109,-81.2291,-81.2091,0
194,26.4009,26.4109,-81.2091,-81.1891,0
195,26.4009,26.4109,-81.1891,-81.1691,0
196,26.4009,26.4109,-81.1691,-81.1491,0
197,26.4009,26.4109,-81.1491,-81.1291,0
198,26.4009,26.4109,-81.1291,-81.1091,0
199,26.4009,26.4109,-81.1091,-81.0891,0
200,26.4009,26.4109,-81.0891,-81.0691,0
201,26.4009,26.4109,-81.0691,-81.0491,0
202,26.4009,26.4109,-81.0491,-81.0291,0
203,26.4009,26.4109,-81.0291,-81.0091,0
204,26.4009,26.4109,-81.0091,-80.9891,0
205,26.4009,26.4109,-80.9891,-80.9691,0
206,26.4009,26.4109,-80.9691,-80.9491,0
207,26.4009,26.4109,-80.9491,-80.9291,0
208,26.4009,26.4109,-80.9291,-80.9091,0
209,26.4009,26.4109,-80.9091,-80.8891,0
210,26.4009,26.4109,-80.8891,-80.8691,0
211,26.4009,26.4109,-80.8691,-80.8491,0
212,26.4009,26.4109,-80.8491,-80.8291,0
213,26.4009,26.4109,-80.8291,-80.8091,0
214,26.4009,26.4109,-80.8091,-80.7891,0
215,26.4009,26.4109,-80.7891,-80.7691,0
216,26.4009,26.4109,-80.7691,-80.7491,0
217,26.4009,26.4109,-80.7491,-80.7291,0
218,26.4009,26.4109,-80.7291,-80.7091,0
219,26.4009,26.4109,-80.7091,-80.6891,0
220,26.4009,26.4109,-80.6891,-80.6691,0
221,26.4009,26.4109,-80.6691,-80.6491,0
222,26.4009,26.4109,-80.6491,-80.6291,0
223,26.4009,26.4109,-80.6291,-80.6091,0
224,26.4009,26.4109,-80.6091,-80.5891,0
225,26.4009,26.4109,-80.5891,-80.5691,0
226,26.4009,26.4109,-80.5691,-80.5491,0
227,26.4009,26.4109,-80.5491,-80.5291,0
228,26.4009,26.4109,-80.5291,-80.5091,0
229,26.4009,26.4109,-80.5091,-80.4891,0
230,26.4009,26.4109,-80.4891,-80.4691,0
231,26.4009,26.4109,-80.4691,-80.4491,0
232,26.4009,26.4109,-80.4491,-80.4291,0
233,26.4009,26.4109,-80.4291,-80.4091,0
234,26.4009,26.4109,-80.4091,-80.3891,1
235,26.4009,26.4109,-80.3891,-80.3691,1
236,26.4009,26.4109,-80.3691,-80.3491,0
237,26.4009,26.4109,-80.3491,-80.3291,0
238,26.4009,26.4109,-80.3291,-80.3091,0
239,26.4009,26.4109,-80.3091,-80.2891,0
240,26.4009,26.4109,-80.2891,-80.2691,0
241,26.4009,26.4109,-80.2691,-80.2491,0
242,26.4009,26.4109,-80.2491,-80.2291,0
243,26.4009,26.4109,-80.2291,-80.2091,0
244,26.4009,26.4109,-80.2091,-80.1891,0
245,26.4009,26.4109,-80.1891,-80.1691,0
246,26.4009,26.4109,-80.1691,-80.1491,0
247,26.4009,26.4109,-80.1491,-80.1291,0
248,26.4009,26.4109,-80.1291,-80.1091,0
249,26.4009,26.4109,-80.1091,-80.0891,0
250,26.4009,26.4109,-80.0891,-80.0691,0
251,26.4009,26.4109,-80.0691,-80.0491,1
252,26.4009,26.4109,-80.0491,-80.0291,1
253,26.4009,26.4109,-80.0291,-80.0091,1
254,26.4009,26.4109,-80.0091,-79.9891,1
255,26.4009,26.4109,-79.9891,-79.9691,1
256,26.4009,26.4109,-79.9691,-79.9491,0
257,26.4009,26.4109,-79.9491,-79.9291,1
258,26.4009,26.4109,-79.9291,-79.9091,1
259,26.4009,26.4109,-79.9091,-79.8891,0
260,26.4009,26.4109,-79.8891,-79.8691,0
261,26.4009,26.4109,-79.8691,-79.8491,0
262,26.4109,26.4209,-82.4691,-82.4491,0
263,26.4109,26.4209,-82.4491,-82.4291,0
264,26.4109,26.4209,-82.4291,-82.4091,0
265,26.4109,26.4209,-82.4091,-82.3891,0
266,26.4109,26.4209,-82.3891,-82.3691,0
267,26.4109,26.4209,-82.3691,-82.3491,0
268,26.4109,26.4209,-82.3491,-82.3291,1
269,26.4109,26.4209,-82.3291,-82.3091,0
270,26.4109,26.4209,-82.3091,-82.2891,0
271,26.4109,26.4209,-82.2891,-82.2691,0
272,26.4109,26.4209,-82.2691,-82.2491,0
273,26.4109,26.4209,-82.2491,-82.2291,0
274,26.4109,26.4209,-82.2291,-82.2091,0
275,26.4109,26.4209,-82.2091,-82.1891,0
276,26.4109,26.4209,-82.1891,-82.1691,0
277,26.4109,26.4209,-82.1691,-82.1491,0
278,26.4109,26.4209,-82.1491,-82.1291,0
279,26.4109,26.4209,-82.1291,-82.1091,0
280,26.4109,26.4209,-82.1091,-82.0891,0
281,26.4109,26.4209,-82.0891,-82.0691,0
282,26.4109,26.4209,-82.0691,-82.0491,0
283,26.4109,26.4209,-82.0491,-82.0291,0
284,26.4109,26.4209,-82.0291,-82.0091,0
285,26.4109,26.4209,-82.0091,-81.9891,0
286,26.4109,26.4209,-81.9891,-81.9691,0
287,26.4109,26.4209,-81.9691,-81.9491,0
288,26.4109,26.4209,-81.9491,-81.9291,0
289,26.4109,26.4209,-81.9291,-81.9091,0
290,26.4109,26.4209,-81.9091,-81.8891,1
291,26.4109,26.4209,-81.8891,-81.8691,1
292,26.4109,26.4209,-81.8691,-81.8491,1
293,26.4109,26.4209,-81.8491,-81.8291,0
294,26.4109,26.4209,-81.8291,-81.8091,0
295,26.4109,26.4209,-81.8091,-81.7891,0
296,26.4109,26.4209,-81.7891,-81.7691,0
297,26.4109,26.4209,-81.7691,-81.7491,0
298,26.4109,26.4209,-81.7491,-81.7291,0
299,26.4109,26.4209,-81.7291,-81.7091,0
300,26.4109,26.4209,-81.7091,-81.6891,0
301,26.4109,26.4209,-81.6891,-81.6691,0
302,26.4109,26.4209,-81.6691,-81.6491,0
303,26.4109,26.4209,-81.6491,-81.6291,0
304,26.4109,26.4209,-81.6291,-81.6091,0
305,26.4109,26.4209,-81.6091,-81.5891,0
306,26.4109,26.4209,-81.5891,-81.5691,0
307,26.4109,26.4209,-81.5691,-81.5491,0
308,26.4109,26.4209,-81.5491,-81.5291,0
309,26.4109,26.4209,-81.5291,-81.5091,0
310,26.4109,26.4209,-81.5091,-81.4891,1
311,26.4109,26.4209,-81.4891,-81.4691,1
312,26.4109,26.4209,-81.4691,-81.4491,0
313,26.4109,26.4209,-81.4491,-81.4291,0
314,26.4109,26.4209,-81.4291,-81.4091,0
315,26.4109,26.4209,-81.4091,-81.3891,0
316,26.4109,26.4209,-81.3891,-81.3691,0
317,26.4109,26.4209,-81.3691,-81.3491,0
318,26.4109,26.4209,-81.3491,-81.3291,0
319,26.4109,26.4209,-81.3291,-81.3091,0
320,26.4109,26.4209,-81.3091,-81.2891,0
321,26.4109,26.4209,-81.2891,-81.2691,0
322,26.4109,26.4209,-81.2691,-81.2491,0
323,26.4109,26.4209,-81.2491,-81.2291,0
324,26.4109,26.4209,-81.2291,-81.2091,0
325,26.4109,26.4209,-81.2091,-81.1891,0
326,26.4109,26.4209,-81.1891,-81.1691,0
327,26.4109,26.4209,-81.1691,-81.1491,0
328,26.4109,26.4209,-81.1491,-81.1291,0
329,26.4109,26.4209,-81.1291,-81.1091,0
330,26.4109,26.4209,-81.1091,-81.0891,0
331,26.4109,26.4209,-81.0891,-81.0691,0
332,26.4109,26.4209,-81.0691,-81.0491,0
333,26.4109,26.4209,-81.0491,-81.0291,0
334,26.4109,26.4209,-81.0291,-81.0091,0
335,26.4109,26.4209,-81.0091,-80.9891,0
336,26.4109,26.4209,-80.9891,-80.9691,0
337,26.4109,26.4209,-80.9691,-80.9491,0
338,26.4109,26.4209,-80.9491,-80.9291,0
339,26.4109,26.4209,-80.9291,-80.9091,0
340,26.4109,26.4209,-80.9091,-80.8891,0
341,26.4109,26.4209,-80.8891,-80.8691,0
342,26.4109,26.4209,-80.8691,-80.8491,0
343,26.4109,26.4209,-80.8491,-80.8291,0
344,26.4109,26.4209,-80.8291,-80.8091,0
345,26.4109,26.4209,-80.8091,-80.7891,0
346,26.4109,26.4209,-80.7891,-80.7691,0
347,26.4109,26.4209,-80.7691,-80.7491,0
348,26.4109,26.4209,-80.7491,-80.7291,0
349,26.4109,26.4209,-80.7291,-80.7091,0
350,26.4109,26.4209,-80.7091,-80.6891,0
351,26.4109,26.4209,-80.6891,-80.6691,0
352,26.4109,26.4209,-80.6691,-80.6491,0
353,26.4109,26.4209,-80.6491,-80.6291,0
354,26.4109,26.4209,-80.6291,-80.6091,0
355,26.4109,26.4209,-80.6091,-80.5891,0
356,26.4109,26.4209,-80.5891,-80.5691,0
357,26.4109,26.4209,-80.5691,-80.5491,0
358,26.4109,26.4209,-80.5491,-80.5291,0
359,26.4109,26.4209,-80.5291,-80.5091,0
360,26.4109,26.4209,-80.5091,-80.4891,0
361,26.4109,26.4209,-80.4891,-80.4691,0
362,26.4109,26.4209,-80.4691,-80.4491,0
363,26.4109,26.4209,-80.4491,-80.4291,0
364,26.4109,26.4209,-80.4291,-80.4091,0
365,26.4109,26.4209,-80.4091,-80.3891,0
366,26.4109,26.4209,-80.3891,-80.3691,0
367,26.4109,26.4209,-80.3691,-80.3491,0
368,26.4109,26.4209,-80.3491,-80.3291,0
369,26.4109,26.4209,-80.3291,-80.3091,0
370,26.4109,26.4209,-80.3091,-80.2891,0
371,26.4109,26.4209,-80.2891,-80.2691,0
372,26.4109,26.4209,-80.2691,-80.2491,0
373,26.4109,26.4209,-80.2491,-80.2291,0
374,26.4109,26.4209,-80.2291,-80.2091,0
375,26.4109,26.4209,-80.2091,-80.1891,0
376,26.4109,26.4209,-80.1891,-80.1691,0
377,26.4109,26.4209,-80.1691,-80.1491,0
378,26.4109,26.4209,-80.1491,-80.1291,1
379,26.4109,26.4209,-80.1291,-80.1091,0
380,26.4109,26.4209,-80.1091,-80.0891,0
381,26.4109,26.4209,-80.0891,-80.0691,0
382,26.4109,26.4209,-80.0691,-80.0491,1
383,26.4109,26.4209,-80.0491,-80.0291,1
384,26.4109,26.4209,-80.0291,-80.0091,1
385,26.4109,26.4209,-80.0091,-79.9891,1
386,26.4109,26.4209,-79.9891,-79.9691,1
387,26.4109,26.4209,-79.9691,-79.9491,1
388,26.4109,26.4209,-79.9491,-79.9291,1
389,26.4109,26.4209,-79.9291,-79.9091,1
390,26.4109,26.4209,-79.9091,-79.8891,0
391,26.4109,26.4209,-79.8891,-79.8691,0
392,26.4109,26.4209,-79.8691,-79.8491,0
393,26.4209,26.4309,-82.4691,-82.4491,0
394,26.4209,26.4309,-82.4491,-82.4291,0
395,26.4209,26.4309,-82.4291,-82.4091,0
396,26.4209,26.4309,-82.4091,-82.3891,0
397,26.4209,26.4309,-82.3891,-82.3691,0
398,26.4209,26.4309,-82.3691,-82.3491,0
399,26.4209,26.4309,-82.3491,-82.3291,1
400,26.4209,26.4309,-82.3291,-82.3091,0
401,26.4209,26.4309,-82.3091,-82.2891,0
402,26.4209,26.4309,-82.2891,-82.2691,0
403,26.4209,26.4309,-82.2691,-82.2491,0
404,26.4209,26.4309,-82.2491,-82.2291,0
405,26.4209,26.4309,-82.2291,-82.2091,0
406,26.4209,26.4309,-82.2091,-82.1891,0
407,26.4209,26.4309,-82.1891,-82.1691,0
408,26.4209,26.4309,-82.1691,-82.1491,0
409,26.4209,26.4309,-82.1491,-82.1291,0
410,26.4209,26.4309,-82.1291,-82.1091,0
411,26.4209,26.4309,-82.1091,-82.0891,0
412,26.4209,26.4309,-82.0891,-82.0691,1
413,26.4209,26.4309,-82.0691,-82.0491,0
414,26.4209,26.4309,-82.0491,-82.0291,0
415,26.4209,26.4309,-82.0291,-82.0091,0
416,26.4209,26.4309,-82.0091,-81.9891,0
417,26.4209,26.4309,-81.9891,-81.9691,0
418,26.4209,26.4309,-81.9691,-81.9491,0
419,26.4209,26.4309,-81.9491,-81.9291,0
420,26.4209,26.4309,-81.9291,-81.9091,0
421,26.4209,26.4309,-81.9091,-81.8891,1
422,26.4209,26.4309,-81.8891,-81.8691,0
423,26.4209,26.4309,-81.8691,-81.8491,1
424,26.4209,26.4309,-81.8491,-81.8291,0
425,26.4209,26.4309,-81.8291,-81.8091,0
426,26.4209,26.4309,-81.8091,-81.7891,0
427,26.4209,26.4309,-81.7891,-81.7691,0
428,26.4209,26.4309,-81.7691,-81.7491,0
429,26.4209,26.4309,-81.7491,-81.7291,0
430,26.4209,26.4309,-81.7291,-81.7091,0
431,26.4209,26.4309,-81.7091,-81.6891,0
432,26.4209,26.4309,-81.6891,-81.6691,0
433,26.4209,26.4309,-81.6691,-81.6491,0
434,26.4209,26.4309,-81.6491,-81.6291,0
435,26.4209,26.4309,-81.6291,-81.6091,0
436,26.4209,26.4309,-81.6091,-81.5891,0
437,26.4209,26.4309,-81.5891,-81.5691,0
438,26.4209,26.4309,-81.5691,-81.5491,0
439,26.4209,26.4309,-81.5491,-81.5291,0
440,26.4209,26.4309,-81.5291,-81.5091,0
441,26.4209,26.4309,-81.5091,-81.4891,1
442,26.4209,26.4309,-81.4891,-81.4691,1
443,26.4209,26.4309,-81.4691,-81.4491,0
444,26.4209,26.4309,-81.4491,-81.4291,0
445,26.4209,26.4309,-81.4291,-81.4091,0
446,26.4209,26.4309,-81.4091,-81.3891,0
447,26.4209,26.4309,-81.3891,-81.3691,0
448,26.4209,26.4309,-81.3691,-81.3491,0
449,26.4209,26.4309,-81.3491,-81.3291,0
450,26.4209,26.4309,-81.3291,-81.3091,0
451,26.4209,26.4309,-81.3091,-81.2891,0
452,26.4209,26.4309,-81.2891,-81.2691,0
453,26.4209,26.4309,-81.2691,-81.2491,0
454,26.4209,26.4309,-81.2491,-81.2291,0
455,26.4209,26.4309,-81.2291,-81.2091,0
456,26.4209,26.4309,-81.2091,-81.1891,0
457,26.4209,26.4309,-81.1891,-81.1691,0
458,26.4209,26.4309,-81.1691,-81.1491,0
459,26.4209,26.4309,-81.1491,-81.1291,0
460,26.4209,26.4309,-81.1291,-81.1091,0
461,26.4209,26.4309,-81.1091,-81.0891,0
462,26.4209,26.4309,-81.0891,-81.0691,0
463,26.4209,26.4309,-81.0691,-81.0491,0
464,26.4209,26.4309,-81.0491,-81.0291,0
465,26.4209,26.4309,-81.0291,-81.0091,0
466,26.4209,26.4309,-81.0091,-80.9891,0
467,26.4209,26.4309,-80.9891,-80.9691,0
468,26.4209,26.4309,-80.9691,-80.9491,0
469,26.4209,26.4309,-80.9491,-80.9291,0
470,26.4209,26.4309,-80.9291,-80.9091,0
471,26.4209,26.4309,-80.9091,-80.8891,0
472,26.4209,26.4309,-80.8891,-80.8691,0
473,26.4209,26.4309,-80.8691,-80.8491,0
474,26.4209,26.4309,-80.8491,-80.8291,0
475,26.4209,26.4309,-80.8291,-80.8091,0
476,26.4209,26.4309,-80.8091,-80.7891,0
477,26.4209,26.4309,-80.7891,-80.7691,0
478,26.4209,26.4309,-80.7691,-80.7491,0
479,26.4209,26.4309,-80.7491,-80.7291,0
480,26.4209,26.4309,-80.7291,-80.7091,0
481,26.4209,26.4309,-80.7091,-80.6891,0
482,26.4209,26.4309,-80.6891,-80.6691,0
483,26.4209,26.4309,-80.6691,-80.6491,0
484,26.4209,26.4309,-80.6491,-80.6291,0
485,26.4209,26.4309,-80.6291,-80.6091,0
486,26.4209,26.4309,-80.6091,-80.5891,0
487,26.4209,26.4309,-80.5891,-80.5691,0
488,26.4209,26.4309,-80.5691,-80.5491,0
489,26.4209,26.4309,-80.5491,-80.5291,0
490,26.4209,26.4309,-80.5291,-80.5091,0
491,26.4209,26.4309,-80.5091,-80.4891,0
492,26.4209,26.4309,-80.4891,-80.4691,0
493,26.4209,26.4309,-80.4691,-80.4491,0
494,26.4209,26.4309,-80.4491,-80.4291,0
495,26.4209,26.4309,-80.4291,-80.4091,0
496,26.4209,26.4309,-80.4091,-80.3891,0
497,26.4209,26.4309,-80.3891,-80.3691,0
498,26.4209,26.4309,-80.3691,-80.3491,0
499,26.4209,26.4309,-80.3491,-80.3291,0
500,26.4209,26.4309,-80.3291,-80.3091,0
501,26.4209,26.4309,-80.3091,-80.2891,0
502,26.4209,26.4309,-80.2891,-80.2691,0
503,26.4209,26.4309,-80.2691,-80.2491,0
504,26.4209,26.4309,-80.2491,-80.2291,0
505,26.4209,26.4309,-80.2291,-80.2091,0
506,26.4209,26.4309,-80.2091,-80.1891,0
507,26.4209,26.4309,-80.1891,-80.1691,0
508,26.4209,26.4309,-80.1691,-80.1491,0
509,26.4209,26.4309,-80.1491,-80.1291,0
510,26.4209,26.4309,-80.1291,-80.1091,0
511,26.4209,26.4309,-80.1091,-80.0891,0
512,26.4209,26.4309,-80.0891,-80.0691,0
513,26.4209,26.4309,-80.0691,-80.0491,1
514,26.4209,26.4309,-80.0491,-80.0291,1
515,26.4209,26.4309,-80.0291,-80.0091,1
516,26.4209,26.4309,-80.0091,-79.9891,1
517,26.4209,26.4309,-79.9891,-79.9691,1
518,26.4209,26.4309,-79.9691,-79.9491,1
519,26.4209,26.4309,-79.9491,-79.9291,1
520,26.4209,26.4309,-79.9291,-79.9091,1
521,26.4209,26.4309,-79.9091,-79.8891,0
522,26.4209,26.4309,-79.8891,-79.8691,0
523,26.4209,26.4309,-79.8691,-79.8491,0
524,26.4309,26.4409,-82.4691,-82.4491,0
525,26.4309,26.4409,-82.4491,-82.4291,0
526,26.4309,26.4409,-82.4291,-82.4091,1
527,26.4309,26.4409,-82.4091,-82.3891,1
528,26.4309,26.4409,-82.3891,-82.3691,0
529,26.4309,26.4409,-82.3691,-82.3491,0
530,26.4309,26.4409,-82.3491,-82.3291,0
531,26.4309,26.4409,-82.3291,-82.3091,0
532,26.4309,26.4409,-82.3091,-82.2891,0
533,26.4309,26.4409,-82.2891,-82.2691,0
534,26.4309,26.4409,-82.2691,-82.2491,0
535,26.4309,26.4409,-82.2491,-82.2291,0
